filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
sample1-0.fast5	ddc6d296-0a61-464f-a52d-761b90b332e7	01c601ade41551939fc3d763b24f095a94439087	0	400	2	13894.463811	9.481740	2855	TRUE	13896.754980	2165	7.190571	472	11.249425	0.000000	103.757751	14.199909	103.757751	14.199909
sample1-0.fast5	e0ff8102-f012-4760-9440-15272b517bd6	01c601ade41551939fc3d763b24f095a94439087	0	37	1	11996.992696	15.441567	4651	TRUE	11997.296481	4559	15.137782	1230	11.616807	0.000000	90.823181	13.075164	90.823181	13.075164
sample1-0.fast5	e4c2071b-ee37-4e06-9b2f-5ae4b7d3cff4	01c601ade41551939fc3d763b24f095a94439087	0	19	1	84300.050797	8.974104	2703	FALSE	84300.050797	2703	8.974104	437	6.928513	0.000000	84.637077	13.496943	84.637077	13.496943
sample1-0.fast5	36ac7012-8f16-44b8-ab7f-44ed0c6eec66	01c601ade41551939fc3d763b24f095a94439087	0	129	2	41946.132470	58.527556	17628	TRUE	41947.361886	17258	57.298141	3220	10.909377	0.000000	103.335968	14.199909	103.335968	14.199909
sample1-0.fast5	396b8d30-eade-4b1e-b4cb-0eafb687f188	01c601ade41551939fc3d763b24f095a94439087	0	404	1	12106.475764	7.453851	2245	TRUE	12108.325033	1688	5.604582	349	7.649899	0.000000	98.836990	10.685080	98.836990	10.685080
sample1-0.fast5	592ed52b-5966-4221-8510-5ff2d2a9239b	01c601ade41551939fc3d763b24f095a94439087	0	337	3	38326.561421	10.345618	3116	TRUE	38329.249004	2306	7.658035	268	7.928101	0.000000	102.351814	13.496943	102.351814	13.496943
sample1-0.fast5	596233f5-4a18-4a54-b71d-b7988b06ba81	01c601ade41551939fc3d763b24f095a94439087	0	493	4	85938.406707	32.554117	9805	TRUE	85938.731076	9707	32.229748	792	9.751697	0.000000	91.807327	13.637536	91.807327	13.637536
sample1-0.fast5	5b6a3787-78a7-4606-bfa0-a7ea78462474	01c601ade41551939fc3d763b24f095a94439087	0	194	1	22067.304781	19.071713	5744	TRUE	22067.521912	5679	18.854582	913	10.550519	0.000000	92.510300	14.902875	92.510300	14.902875
sample1-0.fast5	5ebc08b6-0428-4f3f-a7eb-909f163fac8b	01c601ade41551939fc3d763b24f095a94439087	0	305	2	36658.572377	53.727092	16182	FALSE	36661.156375	15404	51.143094	2982	6.863486	0.000000	102.633003	14.059316	102.633003	14.059316
sample1-0.fast5	625d8d4e-d2ef-41ab-bc91-982932cd2d79	01c601ade41551939fc3d763b24f095a94439087	0	334	2	1781.143426	9.005976	2712	TRUE	1782.726760	2235	7.422643	473	10.550058	0.000000	96.446907	15.043468	96.446907	15.043468
sample1-0.fast5	88926c0d-466b-4bd8-982f-2b9b7b7ff163	01c601ade41551939fc3d763b24f095a94439087	0	496	2	33853.518592	8.598606	2589	TRUE	33855.535857	1982	6.581341	251	11.844206	0.000000	105.726051	16.449400	105.726051	16.449400
sample1-0.fast5	89e1c72c-86f0-45d3-8b5b-ab3dad0b37b5	01c601ade41551939fc3d763b24f095a94439087	0	27	1	5542.414675	27.906707	8405	TRUE	5543.124170	8191	27.197211	1965	13.526719	0.000000	93.916229	14.059316	93.916229	14.059316
sample1-0.fast5	8d7b1553-7b48-4a32-a800-f4ec8e149622	01c601ade41551939fc3d763b24f095a94439087	0	210	4	41110.563413	43.081673	12976	FALSE	41110.696215	12936	42.948871	2371	6.124359	0.000000	101.789444	12.793977	101.789444	12.793977
sample1-0.fast5	8e5ecec1-7813-4d19-93c2-34de3e0a77b5	01c601ade41551939fc3d763b24f095a94439087	0	1	2	32490.671979	12.969788	3906	FALSE	32490.892762	3840	12.749004	383	6.625673	0.000000	91.244957	13.215756	91.244957	13.215756
sample1-0.fast5	96f32a9e-6bea-483c-a980-52f3b479c032	01c601ade41551939fc3d763b24f095a94439087	0	467	1	52341.225764	9.386454	2827	TRUE	52343.996016	1992	6.616202	261	9.406872	0.000000	100.945885	10.825673	100.945885	10.825673
